Date,Adams,Asotin,Benton,Chelan,Clallam,Clark,Columbia,Cowlitz,Douglas,Ferry,Franklin,Garfield,Grant,Grays Harbor,Island,Jefferson,King,Kitsap,Kittitas,Klickitat,Lewis,Lincoln,Mason,OOS/Other8,Okanogan,Pacific,Pend Oreille,Pierce,San Juan,Skagit,Skamania,Snohomish,Spokane,Stevens,Thurston,Total,Wahkiakum,Walla Walla,Whatcom,Whitman,Yakima
2020-03,854.6915662650603,1046.3271889400921,911.9450205439249,851.8922829581993,761.9109552077712,888.1055084239455,828.9402985074627,907.0239497447978,965.3699369936994,1573.4638554216867,950.4949748743719,1252.75,1020.6098901098901,854.242334322453,891.8691983122363,713.590742996346,1057.5608878224355,883.5415132924336,984.8439773645918,1159.6105263157895,879.0394065832174,1166.2721088435374,938.666918429003,1440.5983446932814,1039.1739502999144,775.2455445544555,1531.3040293040292,950.3711131140153,799.0,921.9170079170079,752.6857142857143,977.7091538311562,883.4537802265075,1268.8840460526317,871.5855829130821,987.0477846616736,952.8913043478261,780.3191865605659,841.6791963707064,931.184668989547,938.0897364771151
2020-04,2491.083995459705,3111.4842105263156,3166.5242701968773,3127.5416666666665,3284.142276422764,3261.430472185051,3042.503105590062,3205.0307212822795,3071.4350890207716,3115.374193548387,3089.7352043929227,3351.5245901639346,3179.46804835924,3191.3084427101808,3304.906046689629,3273.462680577849,3411.582097877826,3296.455006414564,3382.010296789824,3084.853046594982,3203.475637246402,3061.185567010309,3265.2728895689875,3481.911813643927,3117.1068607068605,3166.1645940014632,3243.591614906832,3315.7267459178424,3433.993288590604,3336.541409257767,3219.2764976958524,3355.639176042314,3132.6471515118587,3271.4648318042814,3446.8863502647578,3316.3231001862537,3342.3650793650795,3115.891448516579,3244.7858063186104,2912.938756855576,3007.1904481517827
2020-05,2996.5953608247423,3200.4140401146133,3387.441591958707,3274.9392064069893,3451.1450146401603,3498.2856716507,3415.580487804878,3359.4889020070837,3153.8752420470264,3028.6216216216217,3262.6128364389233,3533.1182795698924,3294.9604938271605,3362.5344434955878,3389.6173249253234,3340.942577487765,3630.6860651192983,3332.169900569553,3231.039435248296,3373.5534420289855,3256.6072370348666,2937.5265225933204,3312.5766045548653,3657.790585666581,3085.8489655172416,3563.6508875739646,3315.7034659820283,3387.012213295685,3176.8810325476993,3394.2252455321204,3572.340937896071,3501.266176873232,3259.8287869867645,2989.820197884681,6510.895497520149,3578.2546567824093,3552.550505050505,3384.7519174821477,3394.295919233053,3125.5787728026535,3147.7067527152526
2020-06,3216.402022756005,3492.912556053812,3736.1133281506436,3405.4289390040867,3390.847519160952,3588.9057341605567,3578.7434210526317,3448.5274274905423,3346.007928300586,3655.7615894039736,3576.611291632819,4125.661764705882,3531.024031777557,3487.5185454545453,3695.894481236203,3530.112134561474,4045.7793656653016,3651.171713199633,3564.21817562968,3632.2683982683984,3478.4459828393137,3797.4036697247707,3633.059591836735,4140.409979562719,3653.5563474387527,3616.355062413315,3802.95,3823.087941937338,4019.50068119891,3688.871490059438,3620.5853658536585,3821.0814312886355,3551.6869377473913,3693.870170015456,3604.3150896722327,3811.2210184475216,3813.89375,3291.262640960349,3551.9027659574467,3661.9578675838347,3690.0733897870155
2020-07,3646.3985419198057,3914.1103896103896,4172.631279620853,3752.8900991708665,4174.054610375972,4295.142141990291,4051.803680981595,4106.80711698945,3693.7219460227275,4350.248299319728,3948.424037935437,4536.675,4068.5485130111524,4126.0197258441995,4384.220172776091,4150.85332218972,4630.950053278758,4338.299212598426,4184.287463744763,4236.8446808510635,3894.6288068792546,4022.767955801105,4080.506137865911,12961.776658429957,4071.2515837104074,4037.4626972740316,4386.164739884393,4363.52641504043,4165.0732657833205,4297.356772760918,4212.356204379562,4417.5451430632365,4116.753350360146,4178.681531749879,3769.534303105334,4504.7758356041995,4166.8654970760235,4008.3941198362486,4169.330356662543,4294.037067545305,4046.3854501607716
