ID,Datetime,Text
1311103769522974720,2020-09-30 00:41:12,"RT @mhall55nine: ""Flowers From Our Covid Summer"" #autumnvibes #NaturalBeauty #nature #PhotoOfTheDay #photograghy https://t.co/5h8sDl1rSv"
1311103554740838400,2020-09-30 00:40:21,"RT @SBLiveWA: Highlights from Lakes football’s OT win over Kennedy Catholic in ‘COVID 7s’ finals

https://t.co/b08Q2aMHHx https://t.co/PcuA…"
1311102283673866240,2020-09-30 00:35:18,Live shot of me and my grants administrator learning that our access to shared drive w/all of our files is down right before three rounds of covid response grants plus SAGA R3 applications are due https://t.co/WfPMeHohP0
1311100960966545408,2020-09-30 00:30:02,Rift emerges on #White #House #Covid_19 #taskforce – as it happened https://t.co/49vGPJBmTL
1311100810256723969,2020-09-30 00:29:26,"This just in: @BankofAmerica forces customers with covid-like symptoms to step foot physically in their branches. Oooh boy. But really, are you surprised at all?"
1311099923530539009,2020-09-30 00:25:55,"@SallyDeal4 @EricTrump @realDonaldTrump It's not at all clear the Trumps are capable of genuine shock, nor empathy, nor an ability to forego their own self-interest.  Just bluster &amp; bullying &amp; bragging &amp; #RoyCohn lying ... layered with the tears of the living relations and friends of 200,000 Americans dead of COVID-19"
1311099414409146370,2020-09-30 00:23:54,"RT @mhall55nine: ""Flowers From Our Covid Summer"" #autumnvibes #NaturalBeauty #nature #PhotoOfTheDay #photograghy https://t.co/5h8sDl1rSv"
1311099080035065856,2020-09-30 00:22:34,"RT @mhall55nine: ""Flowers From Our Covid Summer"" #autumnvibes #NaturalBeauty #nature #PhotoOfTheDay #photograghy https://t.co/5h8sDl1rSv"
1311095464024915968,2020-09-30 00:08:12,Don't forget the killer COVID. How/why is this open? https://t.co/O5sE4ljaQk
1311094291716927488,2020-09-30 00:03:32,"RT @mhall55nine: ""Flowers From Our Covid Summer"" #autumnvibes #NaturalBeauty #nature #PhotoOfTheDay #photograghy https://t.co/5h8sDl1rSv"
